POSTCODE,Suburb,Top country of birth,total,"Born overseas, %","Born in non-English speaking country, %",Top country of birth__1,"Top country of birth, persons","Top country of birth, %",AgeRang,percent,AgeGroup,AG_percent
3173,KEYSBOROUGH,Vietnam,21282,52.8,47.7,Vietnam,4022,10.6,rang10n14,6.5,Elderly,12.5
3174,NOBLE PARK,India,30183,60.1,54.8,India,4806,8.9,rang10n14,4.8,Elderly,14.9
3174,NOBLE PARK NORTH,Sri Lanka,7797,51.6,45.5,Sri Lanka,706,5,rang10n14,5.9,Elderly,15.2
3175,DANDENONG,India,27378,67,62.3,India,5528,12,rang10n14,5.3,Elderly,12.7
3175,DANDENONG NORTH,Sri Lanka,22992,52.5,46.2,Sri Lanka,2158,5.2,rang10n14,5.9,Elderly,14.8
3175,BANGHOLME,England,882,38.4,15.7,England,214,14.6,rang10n14,2.4,Elderly,52.2
3177,DOVETON,India,9007,51.4,44.2,India,984,6.3,rang10n14,6.1,Elderly,13.8
3177,EUMEMMERRING,England,1956,51.1,41.2,England,138,4.1,rang10n14,5.3,Elderly,17.1
3178,ROWVILLE,England,35305,31.7,24.4,England,2274,3.4,rang10n14,7.7,Elderly,9.3
3179,SCORESBY,India,6169,33.4,25.8,India,396,3.4,rang10n14,6.3,Elderly,10.8
3180,KNOXFIELD,England,7451,29.1,20,England,698,5,rang10n14,6.5,Elderly,16.7
3181,WINDSOR,Greece,7797,35.8,23.3,Greece,558,4.5,rang10n14,1.4,Elderly,15.8
3181,PRAHRAN,England,12441,33,20.4,England,990,4.9,rang10n14,2.2,Elderly,11
3182,ST KILDA,England,19728,37.4,19.2,England,2020,6.4,rang10n14,1.4,Elderly,6.9
3182,ST KILDA WEST,England,3116,30,14,England,342,6.6,rang10n14,3.6,Elderly,8.7
3183,ST KILDA EAST,England,13375,34.7,21.9,England,822,3.5,rang10n14,3.7,Elderly,8.8
3183,BALACLAVA,India,5758,37.9,24.5,India,496,4.9,rang10n14,2.9,Elderly,7.9
3184,ELWOOD,England,15830,28.6,14.5,England,1516,5.7,rang10n14,2.9,Elderly,7
3185,ELSTERNWICK,England,10290,30.9,20.4,England,698,3.9,rang10n14,5.3,Elderly,14.2
3185,GARDENVALE,India,1007,34.1,25,India,84,4.6,rang10n14,4.4,Elderly,12.1
3185,RIPPONLEA,England,1585,32.2,22.7,England,102,3.6,rang10n14,3.8,Elderly,8.1
3186,BRIGHTON,England,22547,26.3,13.3,England,2498,6.3,rang10n14,6.1,Elderly,20.1
3187,BRIGHTON EAST,England,16675,27.7,16.3,England,1488,4.9,rang10n14,6.9,Elderly,19.7
3188,HAMPTON,England,13172,25.3,11.7,England,1728,7.3,rang10n14,7.5,Elderly,14.9
3188,HAMPTON EAST,England,4686,30.4,21.1,England,336,4,rang10n14,5.6,Elderly,14.9
3189,MOORABBIN,England,5591,34.1,25.5,England,358,3.6,rang10n14,4.9,Elderly,18.1
3190,HIGHETT,England,10796,28.4,18.2,England,886,4.6,rang10n14,5.4,Elderly,15.5
3191,SANDRINGHAM,England,9809,25.1,9.5,England,1468,8.2,rang10n14,6.4,Elderly,19.3
3192,CHELTENHAM,England,21311,27.6,18.1,England,1670,4.3,rang10n14,4.7,Elderly,19.5
3193,BEAUMARIS,England,13434,22.6,9.1,England,1838,7.3,rang10n14,6.9,Elderly,18.5
3193,BLACK ROCK,England,6218,22.5,9.5,England,804,7.2,rang10n14,5.9,Elderly,20.8
3194,MENTONE,England,12458,28,17,England,1134,5.1,rang10n14,4.8,Elderly,18.6
3195,MORDIALLOC,England,7982,26.2,14.8,England,880,6.1,rang10n14,4.9,Elderly,14
3195,ASPENDALE,England,6930,19.8,10,England,616,4.9,rang10n14,5.8,Elderly,14.6
3195,PARKDALE,England,11749,20.7,10.9,England,1084,5.1,rang10n14,6,Elderly,15
3195,ASPENDALE GARDENS,England,6889,31.4,22.4,England,544,4.3,rang10n14,8.1,Elderly,11.6
3195,WATERWAYS,China,2344,46,35.4,China,220,5.3,rang10n14,8.6,Elderly,3.8
3196,CHELSEA,England,7571,26.5,15.2,England,766,5.6,rang10n14,3.5,Elderly,19.9
3196,EDITHVALE,England,5711,20.1,9.2,England,594,5.7,rang10n14,5.6,Elderly,16.6
3196,BONBEACH,England,6026,24,12.5,England,646,6.1,rang10n14,3.5,Elderly,17.1
3196,CHELSEA HEIGHTS,England,5375,27.4,18.1,England,476,4.8,rang10n14,6.4,Elderly,11
3197,PATTERSON LAKES,England,7873,26.4,16.6,England,728,5.1,rang10n14,6.1,Elderly,15.2
3197,CARRUM,England,3734,22,10.6,England,428,6.4,rang10n14,4,Elderly,16
3198,SEAFORD,England,16732,22.4,10,England,1978,6.7,rang10n14,4.6,Elderly,16.2
3199,FRANKSTON,England,36194,25.5,12.3,England,4486,6.9,rang10n14,5.2,Elderly,16.5
3199,FRANKSTON SOUTH,England,18309,22.4,8.6,England,2906,8.6,rang10n14,6.6,Elderly,19.2
3200,FRANKSTON NORTH,England,5847,24,11.5,England,620,6,rang10n14,5.7,Elderly,17.8
3201,CARRUM DOWNS,England,19895,25.2,15,England,1598,4.5,rang10n14,6.4,Elderly,10.1
3202,HEATHERTON,England,2927,36.5,25,England,198,3.8,rang10n14,5.7,Elderly,10.7
3204,ORMOND,India,8139,37.7,30.6,India,1058,7.2,rang10n14,5.9,Elderly,10.1
3204,BENTLEIGH,England,15914,32.5,24,England,1044,3.6,rang10n14,6.4,Elderly,14.8
3204,MCKINNON,China,5926,30.5,21.7,China,366,3.4,rang10n14,8.5,Elderly,11.4
3205,SOUTH MELBOURNE,England,10622,36.4,23.4,England,882,5.1,rang10n14,2.6,Elderly,12.7
3206,ALBERT PARK,England,6394,26.4,14.7,England,594,5.3,rang10n14,4,Elderly,15.9
3206,MIDDLE PARK,England,4301,25.8,13,England,406,5.3,rang10n14,3.8,Elderly,16.5
3207,PORT MELBOURNE,England,15971,30,17.1,England,1596,5.9,rang10n14,2.8,Elderly,12.6
3214,CORIO,England,15433,21.6,14.9,England,1078,3.8,rang10n14,6.8,Elderly,12.5
3214,NORLANE,Croatia,8224,25.5,20.3,Croatia,400,2.7,rang10n14,6.2,Elderly,18.1
3214,NORTH SHORE,Netherlands,370,14.6,10,Netherlands,16,2.4,rang10n14,6.5,Elderly,17.2
3215,BELL PARK,Croatia,5436,34.3,31.1,Croatia,866,8.7,rang10n14,5,Elderly,24
3215,HAMLYN HEIGHTS,England,6218,16.8,12.2,England,274,2.4,rang10n14,5.3,Elderly,19.2
3215,BELL POST HILL,Croatia,5032,29.8,25.1,Croatia,406,4.4,rang10n14,5.8,Elderly,21.3
3215,NORTH GEELONG,Croatia,2441,27.5,22.5,Croatia,166,3.8,rang10n14,3.4,Elderly,22.4
3215,DRUMCONDRA,England,645,15.4,8.6,England,58,5.1,rang10n14,4.7,Elderly,18.3
3216,BELMONT,England,13952,14.8,8.1,England,858,3.3,rang10n14,5.1,Elderly,19.6
3216,GROVEDALE,England,14675,13.6,6.7,England,1088,4,rang10n14,5.7,Elderly,17.9
3216,HIGHTON,England,17516,17.9,9.9,England,1262,3.9,rang10n14,6.3,Elderly,17
3216,MARSHALL,England,1380,12.2,6.2,England,94,3.8,rang10n14,4.4,Elderly,31.2
3216,WANDANA HEIGHTS,England,2063,16.4,7.9,England,172,4.6,rang10n14,8.4,Elderly,9.7
3216,WAURN PONDS,England,3393,13.9,6.5,England,278,4.3,rang10n14,8.3,Elderly,5.9
3218,GEELONG WEST,England,6876,16.8,11.2,England,360,2.8,rang10n14,4.8,Elderly,11.5
3218,HERNE HILL,England,3445,11.2,6.6,England,166,2.7,rang10n14,5.3,Elderly,16.6
3218,MANIFOLD HEIGHTS,England,2641,12.6,7.4,England,96,1.9,rang10n14,4.9,Elderly,14.4
3219,NEWCOMB,England,4611,17.5,10.3,England,364,4.2,rang10n14,4.7,Elderly,22.9
3219,EAST GEELONG,England,3973,13.4,6.6,England,246,3.3,rang10n14,5.1,Elderly,11.8
3219,THOMSON,England,1595,16,7.9,England,148,5.2,rang10n14,4.9,Elderly,14.7
3219,WHITTINGTON,England,4258,13.9,7.9,England,284,3.7,rang10n14,7.5,Elderly,15.6
3219,BREAKWATER,England,1095,14.8,8.9,England,70,3.6,rang10n14,3.5,Elderly,20.2
3220,NEWTOWN,England,10033,13.3,7.4,England,588,3.2,rang10n14,6.9,Elderly,14.9
3220,GEELONG,England,4885,20.9,15,England,324,3.7,rang10n14,3.4,Elderly,16.4
3221,LOVELY BANKS,Croatia,1387,20.3,17.5,Croatia,74,2.9,rang10n14,8.5,Elderly,9.6
3221,MOOLAP,England,544,13.2,8.9,England,42,4.1,rang10n14,9.7,Elderly,21.7
3350,BALLARAT EAST,England,5482,9.6,4.8,England,272,2.7,rang10n14,5.2,Elderly,19.3
3350,BALLARAT CENTRAL,England,5703,11,6.2,England,222,2.1,rang10n14,5.2,Elderly,14
3350,MOUNT CLEAR,England,3015,11.1,6.5,England,118,2.1,rang10n14,5.7,Elderly,13.9
3350,BLACK HILL,England,4922,8.6,4.3,England,220,2.4,rang10n14,6,Elderly,15.1
3350,LAKE WENDOUREE,England,2936,10.3,5.8,England,118,2.2,rang10n14,5.8,Elderly,23.2
3350,ALFREDTON,England,7614,10.2,5.4,England,300,2.2,rang10n14,8.4,Elderly,10.3
3350,NEWINGTON,England,1931,8.4,4.5,England,60,1.6,rang10n14,7.3,Elderly,14.8
3350,SOLDIERS HILL,England,2898,10.1,5.2,England,134,2.5,rang10n14,4.8,Elderly,11.6
3350,BALLARAT NORTH,England,4044,7,3.1,England,154,2,rang10n14,6,Elderly,20.5
3350,MOUNT PLEASANT,England,2164,8.9,4.7,England,88,2.2,rang10n14,6.7,Elderly,10.6
3350,REDAN,England,3052,7.6,4.1,England,134,2.4,rang10n14,5.4,Elderly,16.2
3350,CANADIAN,England,3304,10.7,6.7,England,110,1.8,rang10n14,6.2,Elderly,10.6
3350,MOUNT HELEN,England,2643,9.9,4.9,England,96,2,rang10n14,4.6,Elderly,11.4
3350,EUREKA,England,651,9,5.4,England,34,2.9,rang10n14,4.8,Elderly,15
3350,BAKERY HILL,India,178,14.4,12,India,34,10.1,rang10n14,1.7,Elderly,6.1
3350,GOLDEN POINT,England,2261,11.4,6.9,England,102,2.5,rang10n14,5.1,Elderly,13.2
3350,INVERMAY PARK,England,1923,4.1,2,England,48,1.3,rang10n14,8.9,Elderly,13.8
3350,NERRINA,England,711,5.9,2.5,England,18,1.4,rang10n14,9.3,Elderly,4.6
3352,MAGPIE,England,366,7.4,2.5,England,14,2.2,rang10n14,8.2,Elderly,9.3
3352,MINERS REST,England,2423,6.7,2.3,England,82,1.8,rang10n14,6.2,Elderly,4.7
3352,MITCHELL PARK,China,569,8.8,5.7,China,38,3.7,rang10n14,4.9,Elderly,8.9
3355,WENDOUREE,England,10902,7.8,4.5,England,470,2.4,rang10n14,5.4,Elderly,23.3
3355,LAKE GARDENS,England,1717,15.6,7.5,England,118,3.6,rang10n14,8.6,Elderly,18.9
3356,SEBASTOPOL,England,9808,9.1,5,England,412,2.4,rang10n14,5.6,Elderly,18.4
3356,DELACOMBE,England,5172,7.5,3.9,England,202,2.2,rang10n14,7.5,Elderly,12.7
3357,BUNINYONG,England,2721,10.1,2.8,England,254,5,rang10n14,6.5,Elderly,12.5
3364,ASCOT,England,1399,4.3,2.3,England,24,0.9,rang10n14,7.5,Elderly,11.3
3381,BELLFIELD,India,1811,32.3,27.5,India,138,4.3,rang10n14,4.9,Elderly,12
3465,CRAIGIEBURN,India,36549,33.6,28.5,India,3682,5.9,rang10n14,7.3,Elderly,4.8
3550,BENDIGO,England,5908,9.5,4.9,England,262,2.5,rang10n14,5.9,Elderly,14.1
3550,KENNINGTON,England,5956,10.8,7.4,England,220,2,rang10n14,5.3,Elderly,21.5
3550,NORTH BENDIGO,India,4040,9.6,6.6,India,140,1.9,rang10n14,5.5,Elderly,18.3
3550,WHITE HILLS,England,3404,5.8,3.3,England,116,1.9,rang10n14,6.9,Elderly,16.4
3550,LONG GULLY,England,3400,5.9,2.8,England,116,1.8,rang10n14,6.6,Elderly,18.3
3550,FLORA HILL,England,3944,8.9,5.8,England,132,1.8,rang10n14,5.1,Elderly,12.5
3550,QUARRY HILL,England,2385,6.2,3.2,England,94,2.1,rang10n14,6.4,Elderly,11.1
3550,SPRING GULLY,England,3006,6.7,3.2,England,142,2.5,rang10n14,6.3,Elderly,17.2
3550,IRONBARK,England,1136,5.7,3.3,England,56,2.8,rang10n14,5.3,Elderly,14.5
3550,EAST BENDIGO,England,2187,6.3,3.5,England,88,2.1,rang10n14,4.4,Elderly,20.6
3550,STRATHDALE,England,5760,7.8,4.6,England,272,2.5,rang10n14,6.7,Elderly,19.5
3550,WEST BENDIGO,Papua New Guinea,354,6.7,2.9,Papua New Guinea,24,3.5,rang10n14,5.6,Elderly,11.6
3551,STRATHFIELDSAYE,England,4439,5.6,2.5,England,152,1.8,rang10n14,8.6,Elderly,8.3
3551,HUNTLY,England,1235,4.3,1.6,England,42,1.8,rang10n14,6.9,Elderly,10.1
3551,EPSOM,New Zealand,2803,5.3,3.2,New Zealand,46,0.9,rang10n14,5.9,Elderly,7
3551,MAIDEN GULLY,England,3837,3.4,1.7,England,114,1.6,rang10n14,8.2,Elderly,6.2
3551,JUNORTOUN,England,1020,7.4,2.8,England,44,2.4,rang10n14,10,Elderly,11.8
3555,KANGAROO FLAT,England,9896,6.8,3.5,England,360,2,rang10n14,5.5,Elderly,19.7
3555,GOLDEN SQUARE,England,8634,6.5,3.6,England,270,1.7,rang10n14,5.3,Elderly,17.1
3555,GOLDEN GULLY,England,268,6,2.8,England,14,2.8,rang10n14,5.2,Elderly,12.7
3556,EAGLEHAWK,England,4875,4.4,1.8,England,170,1.9,rang10n14,5.9,Elderly,17.5
3556,CALIFORNIA GULLY,England,4410,4.3,1.3,England,158,2,rang10n14,7,Elderly,17.8
3556,SAILORS GULLY,England,785,5.5,1.4,England,40,2.9,rang10n14,6.2,Elderly,14.2
3556,JACKASS FLAT,Germany,312,4.2,3.2,Germany,10,1.8,rang10n14,9.9,Elderly,11.5
3634,MARIBYRNONG,Vietnam,11118,44.2,38.8,Vietnam,2238,11.7,rang10n14,4.9,Elderly,8
3712,THORNBURY,Greece,18417,33.2,26.5,Greece,1716,5.3,rang10n14,3.7,Elderly,12.6
3752,SOUTH MORANG,India,24428,26.8,22.2,India,1582,4,rang10n14,7.4,Elderly,6
3754,DOREEN,England,12852,12.2,5.9,England,778,3.7,rang10n14,6.9,Elderly,4.1
3754,MERNDA,England,7599,21.7,15.5,England,340,2.7,rang10n14,5.6,Elderly,3.2
3765,MONTROSE,England,7006,15.2,6.5,England,812,6.4,rang10n14,6.4,Elderly,15.7
3766,KALORAMA,England,1248,20.2,8.3,England,204,8.9,rang10n14,5.8,Elderly,11.6
3767,MOUNT DANDENONG,England,1275,22.4,8.4,England,250,10.4,rang10n14,7.2,Elderly,16.1
3770,COLDSTREAM,England,1770,12,2.6,England,198,5.9,rang10n14,6.2,Elderly,8.5
3781,COCKATOO,England,3891,13.8,5.2,England,430,6.1,rang10n14,8,Elderly,6.2
3782,EMERALD,England,6030,18.5,6.3,England,966,8.6,rang10n14,7.5,Elderly,13.2
3782,AVONSLEIGH,England,417,12.1,3.5,England,54,7.3,rang10n14,3.6,Elderly,15.4
3782,CLEMATIS,England,368,16,4.7,England,42,6.1,rang10n14,6,Elderly,13.5
3786,FERNY CREEK,England,1607,16.5,5.9,England,178,6.1,rang10n14,6.8,Elderly,12.5
3787,SASSAFRAS,England,1181,18.5,6.9,England,186,8.4,rang10n14,6.1,Elderly,9.6
3788,OLINDA,England,1295,18.8,8,England,188,7.9,rang10n14,6.6,Elderly,12.4
3789,SHERBROOKE,England,272,19.5,7.3,England,54,10.4,rang10n14,4.4,Elderly,20.3
3791,KALLISTA,England,1624,19.2,7.2,England,240,8,rang10n14,5.7,Elderly,14.8
3792,THE PATCH,England,1089,16.4,6.7,England,128,6.2,rang10n14,6.7,Elderly,11.9
3793,MONBULK,England,2827,18.4,8.1,England,382,7.4,rang10n14,6.2,Elderly,13.4
3796,MOUNT EVELYN,England,9635,13.9,5.6,England,1078,5.9,rang10n14,7.9,Elderly,9.4
3802,ENDEAVOUR HILLS,Sri Lanka,25594,49.5,43.3,Sri Lanka,2630,5.6,rang10n14,6.3,Elderly,9.9
3803,HALLAM,India,10770,52.3,45,India,1078,5.5,rang10n14,6.3,Elderly,11.9
3804,NARRE WARREN NORTH,England,6213,27.6,20.4,England,454,4,rang10n14,8,Elderly,11.3
3805,NARRE WARREN,India,27169,34.7,26.7,India,1860,3.7,rang10n14,7.4,Elderly,9.2
3805,NARRE WARREN SOUTH,India,29888,34.9,26.7,India,2438,4.4,rang10n14,9.2,Elderly,5.6
3806,BERWICK,England,46581,28.7,16.8,England,4912,5.7,rang10n14,7.7,Elderly,10.9
3806,HARKAWAY,England,415,17.3,5.7,England,40,5.4,rang10n14,7.5,Elderly,13
3807,BEACONSFIELD,England,6478,17.3,7,England,714,6.3,rang10n14,9.1,Elderly,7.6
3875,HILLSIDE,India,17214,27.9,24.2,India,1046,3.3,rang10n14,8.7,Elderly,4.3
3910,LANGWARRIN,England,21929,17.4,5.7,England,2950,7.1,rang10n14,7,Elderly,10.4
3911,BAXTER,England,2177,16.4,5.2,England,274,6.8,rang10n14,5.8,Elderly,10.6
3911,LANGWARRIN SOUTH,England,1173,15.2,6,England,134,6.1,rang10n14,9.3,Elderly,11.5
3912,SOMERVILLE,England,10388,15.2,3.8,England,1586,8.1,rang10n14,7.2,Elderly,13.1
3912,PEARCEDALE,England,2562,11.8,3.9,England,298,6.3,rang10n14,7.8,Elderly,7.2
3913,TYABB,England,3107,16.2,4.4,England,452,7.9,rang10n14,6.7,Elderly,13.2
3915,HASTINGS,England,8586,17.6,5.4,England,1352,8.7,rang10n14,5.6,Elderly,17.9
3918,BITTERN,England,3500,14.3,3.1,England,532,8.2,rang10n14,8.3,Elderly,13.3
3919,CRIB POINT,England,2942,13.1,3.3,England,362,6.9,rang10n14,6.4,Elderly,10.3
3920,HMAS CERBERUS,England,1134,9.8,4.4,England,54,2.6,rang10n14,2,Elderly,0.2
3927,SOMERS,England,1472,15.4,3.8,England,222,8.4,rang10n14,5.4,Elderly,24.9
3930,MOUNT ELIZA,England,18048,25.2,7.4,England,3818,11.6,rang10n14,7.6,Elderly,19.1
3931,MORNINGTON,England,23401,23,6.5,England,4492,10.6,rang10n14,5.6,Elderly,23.2
3934,MOUNT MARTHA,England,17801,21.4,5.4,England,3484,10.9,rang10n14,7.4,Elderly,19.2
3936,DROMANA,England,5146,19.4,10.2,England,542,5.9,rang10n14,5.3,Elderly,28.2
3936,SAFETY BEACH,England,3701,24.4,9.7,England,606,9.5,rang10n14,5.6,Elderly,30.1
3938,MCCRAE,England,2667,13.2,5.6,England,226,4.8,rang10n14,4.9,Elderly,27.3
3939,ROSEBUD,England,13017,16.5,6,England,1734,7.3,rang10n14,4.7,Elderly,29.4
3940,ROSEBUD WEST,England,4766,18.4,7.7,England,558,6.7,rang10n14,4.5,Elderly,43.2
3941,RYE,England,8442,17.4,8.9,England,744,5,rang10n14,5.4,Elderly,26
3941,TOOTGAROOK,England,2799,17.3,9,England,262,5.3,rang10n14,5,Elderly,25.1
3941,ST ANDREWS BEACH,England,891,14.5,6.8,England,72,4.5,rang10n14,7.5,Elderly,9.5
3942,BLAIRGOWRIE,England,2222,13.7,5.8,England,256,6.4,rang10n14,5.2,Elderly,34.4
3943,SORRENTO,England,1490,14.9,6.5,England,162,6,rang10n14,3.2,Elderly,43.6
3944,PORTSEA,England,458,13.3,4.6,England,44,5.3,rang10n14,0,Elderly,52.4
3975,LYNBROOK,India,7565,49.3,43,India,1314,10.1,rang10n14,7.3,Elderly,6.4
3975,LYNDHURST,India,5515,46.5,38.5,India,726,7.6,rang10n14,4.7,Elderly,2.2
3976,HAMPTON PARK,India,24796,52.1,44.4,India,3800,8.4,rang10n14,7.8,Elderly,7.4
3977,CRANBOURNE,England,19932,28.3,18.4,England,1474,4.2,rang10n14,6.5,Elderly,9.8
3977,CRANBOURNE EAST,India,9577,31.5,20.9,India,820,5.2,rang10n14,6.4,Elderly,11.5
3977,CRANBOURNE NORTH,India,15816,32.5,23.8,India,1242,4.5,rang10n14,7.4,Elderly,6
3977,CRANBOURNE WEST,New Zealand,9622,32.3,22.9,New Zealand,868,5.2,rang10n14,7.4,Elderly,5.5
3977,JUNCTION VILLAGE,England,1260,20.5,8,England,146,7,rang10n14,4.4,Elderly,35.1
3977,SKYE,England,8052,23.1,12.3,England,728,5.1,rang10n14,8.6,Elderly,6.3
3977,BOTANIC RIDGE,England,1980,18,6.3,England,204,6,rang10n14,5.6,Elderly,3.4
3977,CRANBOURNE SOUTH,England,515,15.1,8.2,England,58,6.2,rang10n14,5.8,Elderly,11.6
3977,DEVON MEADOWS,England,916,17.8,9.6,England,102,6.3,rang10n14,8.3,Elderly,15.1
3977,SANDHURST,England,3411,32.2,16,England,452,7.6,rang10n14,5,Elderly,5.9
3000,MELBOURNE,China,32927,68.2,58.7,China,6374,12.8,rang15n19,5.6,Elderly,5.4
3002,EAST MELBOURNE,England,5108,30.8,16.9,England,414,4.9,rang15n19,1.6,Elderly,14.7
3003,WEST MELBOURNE,China,4135,43.3,34.6,China,394,6.1,rang15n19,3.8,Elderly,5
3006,SOUTHBANK,China,13424,60.6,47.3,China,1796,9,rang15n19,3.8,Elderly,4.9
3006,SOUTH WHARF,China,75,34.7,28.6,China,8,8.2,rang15n19,1.3,Elderly,0
3008,DOCKLANDS,China,6640,56.1,43.2,China,938,9.8,rang15n19,3.4,Elderly,5.6
3011,FOOTSCRAY,Vietnam,14149,52.9,45.3,Vietnam,2500,10.9,rang15n19,3.9,Elderly,10.1
3011,SEDDON,Vietnam,5077,34,25.1,Vietnam,550,6,rang15n19,2.9,Elderly,7.8
3012,WEST FOOTSCRAY,Vietnam,10946,42.7,36.3,Vietnam,1652,8.7,rang15n19,4.2,Elderly,10.8
3012,MAIDSTONE,Vietnam,8295,50.5,45.8,Vietnam,2346,16.5,rang15n19,5.9,Elderly,10.9
3012,BROOKLYN,Vietnam,1728,43.2,37.2,Vietnam,158,5.2,rang15n19,3.6,Elderly,14.4
3012,KINGSVILLE,Vietnam,3737,32.3,23.8,Vietnam,230,3.6,rang15n19,3,Elderly,9
3013,YARRAVILLE,England,14503,28.4,19.4,England,934,3.6,rang15n19,4,Elderly,11.1
3015,NEWPORT,England,12653,24.1,15,England,832,3.7,rang15n19,5,Elderly,10.6
3015,SPOTSWOOD,England,2473,27.9,19.3,England,160,3.6,rang15n19,5,Elderly,9.3
3015,SOUTH KINGSVILLE,England,1925,31.1,22.6,England,106,3,rang15n19,3.3,Elderly,10.6
3016,WILLIAMSTOWN,England,13830,21.6,11.3,England,1414,5.6,rang15n19,6.8,Elderly,13.1
3016,WILLIAMSTOWN NORTH,England,1626,28.2,15,England,166,5.5,rang15n19,4.9,Elderly,15.2
3018,ALTONA,England,10429,32.1,19.7,England,1100,5.8,rang15n19,4.4,Elderly,20
3018,SEAHOLME,England,1957,31.1,19.5,England,202,5.6,rang15n19,5.6,Elderly,17.9
3019,BRAYBROOK,Vietnam,8760,57.4,54.1,Vietnam,3480,23.7,rang15n19,6.8,Elderly,10
3020,SUNSHINE WEST,Vietnam,17878,55.4,51.4,Vietnam,4284,13.7,rang15n19,6.3,Elderly,16.5
3020,SUNSHINE,Vietnam,9365,51.1,46.3,Vietnam,1978,12.2,rang15n19,4.7,Elderly,13.4
3020,SUNSHINE NORTH,Vietnam,11284,57.8,55.1,Vietnam,4922,24.8,rang15n19,6.7,Elderly,15.6
3020,ALBION,India,4527,54.7,49.4,India,1152,14.5,rang15n19,4.7,Elderly,10.7
3021,ST ALBANS,Vietnam,36838,62.1,59.1,Vietnam,10998,17.1,rang15n19,6.1,Elderly,15.2
3021,KINGS PARK,Vietnam,8779,56.3,53,Vietnam,2120,13.8,rang15n19,7,Elderly,10.4
3021,ALBANVALE,Vietnam,5482,50.8,47.3,Vietnam,1176,12.1,rang15n19,6.2,Elderly,9.7
3021,KEALBA,Vietnam,3283,39,34.8,Vietnam,436,7.3,rang15n19,8.1,Elderly,8.9
3022,ARDEER,Vietnam,2936,48.3,42.3,Vietnam,418,8.3,rang15n19,4.6,Elderly,17.5
3023,CAROLINE SPRINGS,Philippines,22029,39.2,33.2,Philippines,2360,6,rang15n19,6.1,Elderly,3.7
3023,DEER PARK,Vietnam,17803,49.8,44.3,Vietnam,2228,7.5,rang15n19,5.7,Elderly,9.6
3023,CAIRNLEA,Vietnam,9673,53,50.1,Vietnam,3132,18.6,rang15n19,7.6,Elderly,4.7
3023,BURNSIDE HEIGHTS,Philippines,5561,47.1,42.7,Philippines,664,6.9,rang15n19,5.8,Elderly,2.3
3023,BURNSIDE,Philippines,4686,43.6,39.4,Philippines,580,7,rang15n19,6.2,Elderly,12.9
3024,WYNDHAM VALE,England,19366,26.4,17,England,1282,4,rang15n19,5.9,Elderly,5.4
3025,ALTONA NORTH,Italy,12026,44.1,39.1,Italy,1260,6,rang15n19,5.4,Elderly,22.5
3026,LAVERTON NORTH,New Zealand,100,25,7.8,New Zealand,22,17.2,rang15n19,3,Elderly,12
3027,WILLIAMS LANDING,India,4079,50.2,40.5,India,896,14.6,rang15n19,3.8,Elderly,2.1
3028,ALTONA MEADOWS,India,19507,36.9,30.2,India,1304,3.7,rang15n19,6.5,Elderly,11.2
3028,LAVERTON,India,4592,49.3,41.5,India,1140,15,rang15n19,4.8,Elderly,8.8
3028,SEABROOK,India,5201,32.6,26.1,India,324,3.4,rang15n19,6.8,Elderly,7.3
3029,HOPPERS CROSSING,India,39037,32.7,25.3,India,3140,4.4,rang15n19,8.1,Elderly,9.1
3029,TARNEIT,India,25535,42,32.4,India,3374,8.3,rang15n19,6,Elderly,3.8
3029,TRUGANINA,India,10720,47,37.3,India,1684,9.9,rang15n19,4.5,Elderly,2
3030,WERRIBEE,England,39846,28.9,20.7,England,2520,3.6,rang15n19,7.2,Elderly,12
3030,POINT COOK,India,37469,43.6,32,India,3648,5.8,rang15n19,4.7,Elderly,2.9
3030,DERRIMUT,Philippines,6765,50.6,45.5,Philippines,1032,9.2,rang15n19,4.9,Elderly,1.8
3031,FLEMINGTON,Vietnam,7914,41.7,35.4,Vietnam,896,6.6,rang15n19,4.5,Elderly,9.9
3031,KENSINGTON,China,10420,34.1,24.4,China,724,4,rang15n19,3,Elderly,7.3
3032,ASCOT VALE,Italy,14416,30.2,23.9,Italy,826,3.3,rang15n19,4,Elderly,10.2
3032,TRAVANCORE,China,1787,48.1,39.8,China,278,8.8,rang15n19,3.9,Elderly,7
3033,KEILOR EAST,Italy,14002,31.6,27.9,Italy,2212,8.8,rang15n19,5.5,Elderly,22.4
3034,AVONDALE HEIGHTS,Italy,11612,44.6,41.6,Italy,2548,12,rang15n19,5.3,Elderly,23.3
3036,KEILOR,Italy,5969,24.1,19.7,Italy,418,3.8,rang15n19,7.1,Elderly,18.2
3036,KEILOR NORTH,Italy,91,39.3,27.4,Italy,20,12.3,rang15n19,6.6,Elderly,4.4
3037,SYDENHAM,India,10969,41.7,37.8,India,2104,10.8,rang15n19,7.4,Elderly,6.9
3037,DELAHEY,Vietnam,8776,48.8,45.5,Vietnam,1008,6.4,rang15n19,9.1,Elderly,8.3
3037,TAYLORS HILL,India,12700,35.3,32.1,India,1076,4.7,rang15n19,6.4,Elderly,5.2
3038,KEILOR DOWNS,Vietnam,10755,42.3,39.3,Vietnam,876,4.5,rang15n19,7.2,Elderly,13.1
3038,TAYLORS LAKES,Italy,16764,32.4,29.2,Italy,976,3.1,rang15n19,9.1,Elderly,8.3
